100	3
100	4
100	4
100	3
100	3
100	3
100	4
100	5
100	2
100	3
100	3
100	2
100	2
100	3
100	4
100	3
100	4
100	2
100	3
100	4
100	3
100	4
100	4
100	3
100	4
100	4
100	1
100	5
100	3
100	5
200	8
200	9
200	10
200	8
200	8
200	10
200	10
200	9
200	8
200	7
200	7
200	7
200	8
200	7
200	9
200	10
200	12
200	8
200	10
200	7
200	11
200	7
200	9
200	7
200	7
200	10
200	8
200	10
200	8
200	9
300	23
300	24
300	23
300	28
300	23
300	21
300	21
300	23
300	24
300	25
300	25
300	24
300	24
300	27
300	18
300	22
300	24
300	26
300	21
300	21
300	28
300	27
300	22
300	27
300	24
300	20
300	25
300	27
300	27
300	24
400	36
400	34
400	33
400	31
400	34
400	31
400	35
400	32
400	36
400	32
400	36
400	37
400	31
400	35
400	33
400	35
400	33
400	37
400	34
400	28
400	31
400	32
400	37
400	31
400	31
400	29
400	32
400	30
400	35
400	34
500	69
500	53
500	66
500	61
500	59
500	61
500	61
500	63
500	65
500	64
500	58
500	59
500	57
500	60
500	59
500	60
500	63
500	60
500	63
500	63
500	63
500	68
500	55
500	62
500	60
500	67
500	60
500	69
500	68
500	58
600	64
600	59
600	59
600	66
600	57
600	65
600	61
600	58
600	57
600	66
600	57
600	65
600	58
600	68
600	59
600	60
600	60
600	59
600	63
600	69
600	58
600	59
600	56
600	60
600	64
600	61
600	64
600	60
600	57
600	61
700	84
700	81
700	81
700	83
700	72
700	81
700	81
700	85
700	90
700	88
700	82
700	88
700	86
700	80
700	85
700	85
700	80
700	77
700	84
700	91
700	81
700	81
700	82
700	83
700	86
700	76
700	89
700	80
700	87
700	79
800	124
800	125
800	123
800	135
800	130
800	143
800	127
800	130
800	128
800	138
800	135
800	132
800	134
800	119
800	123
800	128
800	141
800	125
800	127
800	127
800	127
800	130
800	130
800	130
800	134
800	131
800	127
800	125
800	123
800	119
900	149
900	150
900	151
900	163
900	163
900	161
900	181
900	155
900	160
900	162
900	161
900	176
900	161
900	156
900	163
900	165
900	159
900	159
900	156
900	167
900	165
900	155
900	164
900	158
900	168
900	156
900	159
900	158
900	164
900	170
1000	144
1000	136
1000	134
1000	143
1000	130
1000	131
1000	142
1000	134
1000	139
1000	142
1000	140
1000	134
1000	128
1000	135
1000	141
1000	136
1000	137
1000	143
1000	128
1000	129
1000	127
1000	137
1000	140
1000	140
1000	133
1000	137
1000	136
1000	138
1000	135
1000	133
