100	4
100	3
100	3
100	3
100	3
100	4
100	2
100	2
100	3
100	4
100	4
100	4
100	5
100	5
100	4
100	4
100	4
100	4
100	3
100	5
100	4
100	5
100	3
100	5
100	3
100	4
100	3
100	4
100	3
100	5
200	13
200	13
200	14
200	12
200	10
200	10
200	16
200	15
200	12
200	13
200	13
200	14
200	13
200	9
200	11
200	14
200	12
200	7
200	9
200	11
200	10
200	14
200	14
200	12
200	11
200	13
200	10
200	10
200	11
200	11
300	27
300	25
300	26
300	22
300	22
300	23
300	25
300	23
300	25
300	26
300	24
300	26
300	24
300	26
300	27
300	22
300	23
300	23
300	20
300	23
300	24
300	29
300	24
300	27
300	25
300	24
300	24
300	24
300	19
300	25
400	34
400	34
400	32
400	40
400	28
400	30
400	34
400	31
400	26
400	28
400	28
400	35
400	31
400	33
400	32
400	33
400	28
400	34
400	32
400	33
400	34
400	38
400	31
400	34
400	31
400	28
400	34
400	28
400	28
400	30
500	30
500	25
500	27
500	31
500	26
500	22
500	33
500	33
500	29
500	29
500	26
500	29
500	24
500	30
500	30
500	27
500	33
500	32
500	30
500	29
500	33
500	20
500	36
500	19
500	25
500	22
500	24
500	29
500	29
500	28
600	37
600	39
600	38
600	28
600	35
600	21
600	34
600	39
600	46
600	39
600	28
600	23
600	32
600	27
600	37
600	30
600	37
600	34
600	37
600	30
600	39
600	34
600	35
600	28
600	40
600	44
600	34
600	40
600	39
600	35
700	94
700	96
700	93
700	100
700	105
700	108
700	102
700	94
700	96
700	102
700	99
700	92
700	99
700	105
700	103
700	102
700	99
700	96
700	94
700	110
700	92
700	97
700	97
700	87
700	88
700	107
700	103
700	102
700	106
700	102
800	101
800	101
800	107
800	106
800	97
800	108
800	104
800	102
800	100
800	104
800	100
800	99
800	96
800	105
800	109
800	95
800	98
800	87
800	103
800	122
800	95
800	105
800	102
800	101
800	91
800	96
800	104
800	90
800	100
800	99
900	118
900	128
900	119
900	104
900	129
900	109
900	126
900	117
900	120
900	121
900	115
900	118
900	122
900	115
900	120
900	120
900	117
900	130
900	124
900	127
900	130
900	138
900	119
900	122
900	118
900	130
900	123
900	135
900	119
900	114
1000	146
1000	160
1000	150
1000	161
1000	156
1000	155
1000	167
1000	128
1000	149
1000	158
1000	158
1000	144
1000	140
1000	153
1000	151
1000	139
1000	150
1000	132
1000	142
1000	161
1000	145
1000	143
1000	148
1000	142
1000	149
1000	144
1000	141
1000	142
1000	151
1000	145
